Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2021-01-18 16:27:44,27.123.150.240,1.71.51.110,4100,64729,Udp,846,Data,Ftp,Officiis repellendus dolore asperiores. Nemo repellat reiciendis eius beatae vero. Magnam sint ea laborum.,Ioc Detected,51.42,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Charvi Bali,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.1),Segment B,"Guwahati, Rajasthan",,,Alert Data,Server
2021-12-18 10:15:49,53.207.211.176,186.66.111.42,65150,50183,Udp,436,Data,Ftp,Incidunt ratione iusto sed magnam ipsa ipsa. Doloribus at numquam voluptatem. Ipsam recusandae ratione enim.,Ioc Detected,13.44,Alert Triggered,Ddos,Known Pattern A,Ignored,Medium,Sumer Dash,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.25.2 (KHTML, like Gecko) Version/5.0.4 Safari/534.25.2",Segment B,"Chandigarh, Gujarat",63.143.177.234,,Alert Data,Server
2021-09-11 16:43:07,1.231.18.253,162.234.215.200,54194,3848,Icmp,864,Data,Ftp,Exercitationem fugiat veniam eligendi iure. Doloremque adipisci eos odit nihil cum aperiam. Dolores sit necessitatibus illum.,,72.81,,Ddos,Known Pattern A,Ignored,Low,Vedika Deep,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; brx-IN) AppleWebKit/535.30.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.30.1",Segment A,"Burhanpur, Bihar",,Log Data,Alert Data,Firewall
2021-10-23 00:04:33,121.165.189.17,152.178.127.100,24401,46247,Icmp,942,Control,Dns,Sunt eum fuga perspiciatis. Dignissimos debitis dolorum nihil atque nihil impedit. Sunt modi non provident laudantium.,,74.57,,Ddos,Known Pattern B,Blocked,Medium,Yakshit Dada,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/59.0.861.0 Safari/531.2",Segment C,"Mysore, Goa",131.28.89.239,,,Firewall
2021-08-13 02:07:10,9.228.74.94,9.117.107.186,61602,33718,Udp,758,Control,Ftp,Minima ut exercitationem odio. Voluptas tempore aperiam quia natus quae. Quas ratione sed laudantium porro.,,98.28,,Malware,Known Pattern A,Ignored,Medium,Khushi Manne,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/49.0.883.0 Safari/533.2",Segment A,"Udaipur, Karnataka",150.108.93.249,Log Data,,Server
2020-05-09 13:14:37,151.169.17.202,210.74.52.108,47884,40867,Tcp,873,Data,Http,Error hic consectetur cupiditate. Optio repellendus doloribus debitis aspernatur. Eaque cupiditate dolor repellendus vero reiciendis esse. Vel non nesciunt aspernatur.,Ioc Detected,67.46,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Misha D’Alia,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),Segment A,"Latur, Tamil Nadu",38.27.1.96,Log Data,Alert Data,Server
2022-09-03 06:15:45,54.112.132.119,152.97.105.5,25785,33484,Tcp,157,Control,Http,Ea ex officia harum temporibus placeat et. Dignissimos est eum asperiores earum ipsa eos. Molestiae optio magni adipisci laboriosam. Eum laudantium debitis enim error.,,4.13,Alert Triggered,Ddos,Known Pattern A,Blocked,Medium,Rohan Majumdar,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.23.2 (KHTML, like Gecko) Version/5.1 Safari/534.23.2",Segment B,"Eluru, Jharkhand",,Log Data,Alert Data,Firewall
2023-06-25 22:19:49,62.237.241.70,45.226.129.217,64067,63819,Tcp,1167,Data,Ftp,Facere animi consequatur laborum illum. Suscipit ratione magnam nesciunt alias eum. Doloribus labore laboriosam eaque. Inventore aut impedit fugiat nesciunt sint amet.,,53.26,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Jivin Rege,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/13.0p6245.0 Mobile/49L228 Safari/533.2",Segment A,"Bally, Sikkim",43.62.175.36,,Alert Data,Server
2021-12-18 18:47:11,160.27.195.208,126.32.20.28,62434,59885,Tcp,1020,Control,Dns,Repudiandae a explicabo ab iste. Pariatur minima repudiandae error. Laborum commodi non iure earum occaecati fugit. Quod quia laudantium pariatur eum enim consequatur. Nam odit blanditiis doloremque.,,52.49,,Malware,Known Pattern B,Blocked,Low,Eshani Khanna,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment A,"Chennai, Goa",112.53.4.38,,Alert Data,Server
2020-06-20 23:08:54,1.154.101.111,89.125.225.155,42077,30391,Icmp,862,Data,Dns,Rem nihil reprehenderit blanditiis temporibus neque. Itaque distinctio magni cumque veniam cupiditate.,,63.72,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Hunar Raj,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),Segment B,"Mathura, Madhya Pradesh",19.123.152.49,,Alert Data,Firewall
2022-03-27 12:08:41,83.88.135.80,48.46.176.48,28445,34575,Udp,414,Control,Dns,Aliquam quae consequatur nihil. Sit mollitia laborum quaerat voluptatibus. Nulla ipsa inventore. Fugit dignissimos asperiores. Doloremque repudiandae aliquid ipsum.,,56.18,,Malware,Known Pattern B,Ignored,High,Devansh Tailor,Opera/8.55.(X11; Linux i686; lij-IT) Presto/2.9.172 Version/11.00,Segment A,"Gandhidham, Tripura",,,Alert Data,Firewall
2021-02-25 11:19:30,93.13.211.157,40.146.125.110,61523,52738,Udp,109,Data,Dns,Ipsa reprehenderit quod ipsum. Officia maiores perspiciatis. Rerum saepe ipsum aut fugiat alias.,Ioc Detected,28.67,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Himmat Grover,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/17.0.840.0 Safari/536.0",Segment B,"Bokaro, Chhattisgarh",169.57.10.206,,,Firewall
2020-02-28 21:08:52,97.93.173.34,138.231.179.187,32886,37288,Udp,883,Control,Ftp,Vel nostrum modi placeat voluptatem earum. Ipsam nemo excepturi nam laudantium magni.,,56.93,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Himmat Viswanathan,Opera/8.25.(X11; Linux i686; ss-ZA) Presto/2.9.161 Version/11.00,Segment A,"Medininagar, Andhra Pradesh",,Log Data,,Server
2020-02-06 21:02:28,58.140.48.34,94.154.169.96,19499,5845,Tcp,86,Data,Http,Deserunt vel id aut nesciunt. Cupiditate repudiandae tempore natus. Voluptas quasi alias eaque animi harum. Sit nulla ratione quidem. Iure debitis hic rem voluptates soluta suscipit perspiciatis.,,8.72,,Intrusion,Known Pattern A,Logged,Medium,Rania Bhatnagar,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.0),Segment B,"Udupi, West Bengal",,Log Data,Alert Data,Firewall
2021-01-28 05:02:07,145.222.141.138,76.248.191.21,59793,42923,Icmp,870,Control,Dns,Deserunt velit fuga reiciendis alias velit placeat. Asperiores porro numquam pariatur voluptates.,Ioc Detected,68.58,Alert Triggered,Ddos,Known Pattern B,Ignored,Low,Mamooty Ray,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/40.0.835.0 Safari/536.1",Segment C,"Erode, Meghalaya",169.60.230.233,,,Server
2021-12-05 22:08:23,119.140.146.75,195.66.172.36,59683,16383,Icmp,174,Data,Ftp,Ipsam consequatur error architecto voluptates nesciunt error. Fugiat consequatur adipisci dicta. Modi distinctio dolorum iure quos.,Ioc Detected,37.19,,Ddos,Known Pattern B,Blocked,Low,Neysa Borah,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/13.0.876.0 Safari/536.0",Segment C,"Bhusawal, Kerala",,,Alert Data,Server
2020-06-30 07:45:48,196.219.124.156,144.142.67.165,7115,28794,Icmp,1321,Control,Http,Reprehenderit dolorum dicta commodi nesciunt ducimus. Labore delectus necessitatibus aliquam unde tempora sapiente ipsum. Iste quos iure modi recusandae.,Ioc Detected,6.99,,Malware,Known Pattern B,Blocked,Medium,Aarush Kar,Mozilla/5.0 (Android 2.2.2; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,Segment C,"Khammam, Tripura",190.238.168.7,Log Data,,Server
2022-04-24 21:31:10,75.254.255.179,193.211.240.151,21532,42337,Icmp,1441,Control,Ftp,Iure vero perferendis praesentium quas libero cupiditate saepe. Numquam maxime minus possimus. Sint voluptate explicabo dolore sed labore.,,91.95,Alert Triggered,Malware,Known Pattern A,Blocked,High,Rohan Brar,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.33.1 (KHTML, like Gecko) Version/5.1 Safari/533.33.1",Segment C,"Amaravati, Tripura",,,Alert Data,Firewall
2022-06-15 13:58:29,107.221.3.187,115.69.58.74,44736,2667,Udp,1103,Control,Ftp,A eos vel. Corporis qui dignissimos praesentium ex aut. Dolores voluptate aspernatur veritatis doloribus rerum suscipit modi. Voluptate debitis temporibus aut. Voluptates unde dolores.,,83.15,,Ddos,Known Pattern B,Blocked,High,Neelofar Loke,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/37.0.893.0 Safari/533.1",Segment C,"Karnal, Jharkhand",,,Alert Data,Server
2020-12-04 07:59:43,102.121.88.210,115.114.12.2,7589,55462,Icmp,275,Control,Http,Impedit quis illum est. Eos laborum non. Illum ducimus temporibus vero. Quasi assumenda explicabo esse. Perspiciatis quo ad exercitationem. Dolor culpa repellendus ipsum temporibus.,,87.6,Alert Triggered,Malware,Known Pattern A,Logged,High,Baiju Soni,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/13.9t9488.0 Mobile/17Q853 Safari/535.1",Segment B,"Medininagar, Himachal Pradesh",,,,Server
2022-03-31 20:23:15,121.6.221.236,37.177.17.145,24995,13834,Tcp,1034,Data,Http,Itaque cum rerum tenetur cumque suscipit nemo. Harum corrupti ab labore esse eum dolorum quia.,,98.01,Alert Triggered,Ddos,Known Pattern B,Ignored,High,Shalv Issac,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/9497-12-14 07:03:39 Firefox/3.8,Segment A,"Jaipur, Gujarat",,,,Server
2022-08-07 03:51:17,58.183.137.99,158.251.225.107,45018,24101,Udp,510,Data,Dns,Aperiam dolorum officiis ratione. Cupiditate magnam rerum eum natus ipsa odit. Occaecati recusandae enim rerum ratione.,Ioc Detected,51.52,,Intrusion,Known Pattern B,Logged,Medium,Sara Lanka,Opera/8.91.(Windows NT 5.1; gu-IN) Presto/2.9.166 Version/10.00,Segment C,"Karnal, Arunachal Pradesh",,Log Data,Alert Data,Firewall
2023-03-23 00:19:19,215.36.121.71,86.209.92.105,53726,34939,Tcp,156,Data,Dns,Minus numquam optio praesentium cum a maxime. Quas voluptates minus explicabo quaerat ut natus ab. Dolores quidem doloribus quae quis magni. Molestiae quod nisi ut natus commodi totam repellat.,Ioc Detected,75.75,Alert Triggered,Ddos,Known Pattern A,Ignored,Medium,Badal Rout,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.1),Segment A,"Jamshedpur, Sikkim",,Log Data,Alert Data,Firewall
2020-04-25 15:06:57,214.115.203.232,169.168.244.39,54720,36752,Icmp,313,Control,Dns,Maxime totam eum voluptates. Laborum nemo veniam. Voluptatem perspiciatis voluptatem quisquam iure.,,18.8,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Advika Wadhwa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1 rv:4.0; gv-GB) AppleWebKit/532.39.5 (KHTML, like Gecko) Version/4.0 Safari/532.39.5",Segment C,"Parbhani, Uttar Pradesh",110.210.67.57,Log Data,,Server
2021-07-02 09:43:15,86.59.144.180,56.88.248.95,52279,39205,Icmp,736,Control,Http,In ullam beatae blanditiis blanditiis dolorem. Illo voluptatem ullam porro. In similique iusto nam modi dicta. Sunt nulla aspernatur velit ipsa. Iusto exercitationem alias eaque.,Ioc Detected,97.21,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Kiara Hayer,Mozilla/5.0 (Android 4.2.1; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,Segment B,"Kishanganj, Meghalaya",70.10.47.239,Log Data,Alert Data,Firewall
2021-05-21 09:01:53,128.169.91.101,98.22.39.217,45138,47311,Tcp,578,Data,Ftp,Provident animi cum repellat labore. Unde voluptatum animi natus maiores placeat.,,35.81,,Malware,Known Pattern B,Blocked,Low,Inaaya Desai,Opera/9.80.(X11; Linux x86_64; tk-TM) Presto/2.9.187 Version/10.00,Segment A,"Aligarh, Rajasthan",,Log Data,,Firewall
2020-11-06 13:47:08,64.252.149.175,45.210.94.149,32333,57055,Tcp,686,Data,Dns,Tempore harum facere natus accusantium sapiente. Doloremque quod id est. Quae neque quos quos nisi. Inventore error quod esse magni accusantium quisquam nisi.,,89.32,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Vivaan Raval,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/15.0.848.0 Mobile/96M896 Safari/531.2",Segment C,"Gaya, Meghalaya",,,Alert Data,Firewall
2021-06-05 07:03:08,143.254.105.123,58.208.97.6,27811,19764,Icmp,1484,Data,Dns,Impedit atque repudiandae id labore consequuntur. Quod nobis corporis repellat. Voluptate cupiditate qui nulla.,,96.71,,Ddos,Known Pattern B,Blocked,High,Misha Mall,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/60.0.838.0 Safari/535.2",Segment C,"Ambala, Nagaland",,,,Server
2021-09-10 19:40:31,218.178.120.23,65.255.85.227,33173,13022,Udp,1213,Data,Dns,Nulla debitis libero labore consectetur voluptatem sequi. Eos maiores modi inventore veritatis quo repudiandae. Magnam nam facilis excepturi incidunt. Suscipit fugit culpa consequatur laudantium.,Ioc Detected,3.05,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Adira Sami,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/41.0.885.0 Safari/531.2",Segment A,"Kakinada, Uttar Pradesh",130.225.66.234,,Alert Data,Server
2022-02-17 20:16:36,72.239.168.66,13.17.185.91,9437,41916,Udp,1066,Data,Http,Facere cumque quibusdam ab. Sunt laboriosam quod. Explicabo eum maxime ratione at sint deserunt.,,91.48,,Ddos,Known Pattern A,Logged,Medium,Ishita Dhingra,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),Segment C,"Ajmer, Sikkim",205.109.128.208,,,Firewall
2023-01-26 18:56:30,160.217.80.188,106.82.191.109,4010,27610,Udp,129,Control,Dns,Doloremque vel dicta similique eligendi quis. Doloribus tenetur debitis itaque. Hic minus debitis. Repellat corrupti repellat sapiente error. Ab non dolores exercitationem reprehenderit.,,2.05,,Ddos,Known Pattern B,Logged,Medium,Adira Sehgal,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/29.0.895.0 Mobile/28T689 Safari/534.1",Segment C,"Anantapur, Meghalaya",89.227.22.124,Log Data,,Server
2022-12-13 11:47:33,158.9.99.191,115.102.25.230,23341,14988,Icmp,1065,Data,Dns,Earum nam corrupti suscipit vero temporibus. Suscipit voluptatibus tempora debitis itaque.,,41.48,Alert Triggered,Ddos,Known Pattern A,Ignored,Low,Madhup Verma,Opera/9.42.(Windows NT 5.2; sw-TZ) Presto/2.9.190 Version/12.00,Segment A,"Gangtok, Tripura",68.34.189.247,,Alert Data,Server
2022-09-19 20:58:41,154.35.150.189,88.212.176.153,52554,6630,Udp,563,Control,Ftp,Voluptas unde nesciunt. Sed ex cupiditate autem ipsa nostrum iusto. Quia corporis tempora illo accusantium dolores quibusdam accusantium. Et ad dolores ratione sint similique molestiae.,Ioc Detected,98.78,,Ddos,Known Pattern B,Ignored,High,Aaina Sharma,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),Segment A,"Panvel, Sikkim",37.125.79.101,Log Data,Alert Data,Server
2020-08-09 04:50:16,199.30.196.203,113.126.63.216,43791,2068,Icmp,1342,Control,Http,Itaque delectus dolore error ducimus praesentium quae. Voluptates dolore atque earum recusandae. Harum sunt nobis. Blanditiis eaque vero in hic sapiente cupiditate. Laboriosam minus ipsa doloribus.,,86.13,Alert Triggered,Malware,Known Pattern A,Blocked,High,Saanvi Bassi,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/45.0.887.0 Safari/534.1",Segment C,"Naihati, West Bengal",62.15.156.212,Log Data,Alert Data,Firewall
2021-02-23 20:23:50,130.255.55.142,148.126.137.107,28746,9143,Udp,132,Data,Http,Neque doloribus nostrum. Eos vero necessitatibus assumenda sint similique hic. Quos nulla aspernatur.,,37.03,,Ddos,Known Pattern A,Ignored,High,Sara Barad,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9; rv:1.9.6.20) Gecko/6605-04-26 05:12:23 Firefox/3.6.8,Segment C,"Ichalkaranji, Kerala",30.177.30.140,Log Data,Alert Data,Server
2021-03-30 05:22:08,98.151.184.211,125.158.57.25,47614,46413,Icmp,553,Data,Http,Delectus amet ipsam sit unde sequi qui deleniti. Reiciendis magnam veritatis maxime. Ipsum in odit.,Ioc Detected,14.23,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Divij Sagar,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),Segment A,"Tirunelveli, Nagaland",,Log Data,,Server
2020-08-08 06:27:24,116.91.35.127,30.75.103.247,36724,62115,Tcp,945,Control,Http,At quae dolores quia architecto consequuntur. Sit nesciunt expedita corrupti facilis optio possimus dolorem. Placeat eius doloremque aut commodi. Minima dignissimos soluta vero alias magni.,Ioc Detected,13.76,,Ddos,Known Pattern B,Ignored,Low,Zaina Chaudhuri,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/59.0.841.0 Safari/536.0",Segment C,"Raiganj, Sikkim",,,Alert Data,Server
2020-06-29 09:32:27,106.57.93.252,10.170.80.207,46541,39044,Tcp,309,Data,Http,Accusantium distinctio soluta blanditiis corrupti corporis error voluptate. Nostrum non distinctio consequuntur a deleniti. Quas maxime accusamus eos.,,96.46,Alert Triggered,Malware,Known Pattern B,Logged,Low,Indrans Chopra,Mozilla/5.0 (Windows 95; ja-JP; rv:1.9.0.20) Gecko/8606-08-14 08:22:35 Firefox/12.0,Segment B,"Ambarnath, Uttar Pradesh",,Log Data,Alert Data,Server
2021-09-22 03:09:58,61.245.75.89,19.185.181.65,39326,5968,Icmp,580,Data,Ftp,Nostrum neque similique est. Et voluptas reprehenderit accusantium nisi corporis consequuntur. Delectus molestias libero tempora. Velit quidem eos expedita dolor. Distinctio assumenda sed nihil.,Ioc Detected,59.42,Alert Triggered,Malware,Known Pattern B,Ignored,High,Pranay Virk,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),Segment A,"Panchkula, Himachal Pradesh",168.102.3.215,Log Data,,Server
2022-11-07 11:58:44,182.166.119.132,217.50.30.245,52810,33503,Udp,1028,Control,Ftp,Deleniti fugit harum quae quam rem neque quidem. Magni sint provident illo debitis odio. Quaerat itaque error reprehenderit occaecati. Nisi aperiam illo aut harum. Odio sint officiis eveniet a ullam.,,84.12,,Intrusion,Known Pattern A,Blocked,High,Divyansh Wagle,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/57.0.827.0 Safari/536.0",Segment A,"Amravati, Chhattisgarh",122.255.141.255,,Alert Data,Firewall
2021-11-03 03:07:16,15.99.116.98,158.44.101.84,18089,34211,Icmp,860,Control,Dns,Velit repellat natus quibusdam aliquam. A architecto adipisci blanditiis consequatur odio placeat. Ducimus reiciendis dolorem suscipit cum. Ut ipsam dolore temporibus veniam natus quae tempora.,Ioc Detected,73.29,Alert Triggered,Ddos,Known Pattern B,Logged,High,Alisha Kuruvilla,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),Segment A,"Bhagalpur, Maharashtra",,Log Data,,Firewall
2021-09-05 16:59:40,61.103.176.80,209.165.232.101,17177,53501,Udp,840,Data,Dns,Facilis mollitia rem saepe. Nesciunt vitae facere ipsa. In excepturi ea cum corporis laboriosam. Dolorem voluptates dolor voluptatibus unde magnam quidem adipisci.,Ioc Detected,32.77,,Intrusion,Known Pattern A,Blocked,High,Jivika Bahl,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1),Segment A,"Aizawl, Meghalaya",,Log Data,,Firewall
2020-08-29 14:49:33,37.133.89.22,212.190.56.124,56148,58476,Icmp,889,Control,Http,Animi doloremque tenetur praesentium nostrum facilis magni. Natus a cupiditate explicabo officia quo occaecati. Qui quis eius error. Atque eos sequi vel veniam suscipit.,,26.83,,Ddos,Known Pattern B,Blocked,High,Ahana Bhagat,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),Segment B,"Gandhidham, Assam",,Log Data,,Firewall
2023-01-12 01:00:12,202.222.144.22,108.76.180.130,22392,49933,Tcp,1448,Control,Dns,Quaerat cum quaerat maxime. Nihil tempora placeat ut. Magnam consectetur et eos molestias. Modi excepturi et quas. Voluptate amet fugit tenetur eligendi deleniti id. Aliquid quia illo nihil facilis.,,75.31,,Malware,Known Pattern A,Ignored,High,Adah Garde,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.15.2 (KHTML, like Gecko) Version/5.0.5 Safari/532.15.2",Segment B,"Deoghar, Madhya Pradesh",75.171.68.11,,,Server
2022-10-20 14:13:42,51.248.196.238,19.20.163.36,36729,21633,Tcp,343,Data,Dns,Ducimus nemo nisi sint. Iusto reprehenderit culpa earum eum aspernatur. Repellat ut illo natus blanditiis. Necessitatibus adipisci rem perferendis eius dolor.,,32.56,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Veer Iyer,Opera/8.45.(Windows 98; tcy-IN) Presto/2.9.185 Version/12.00,Segment B,"Singrauli, Andhra Pradesh",,,,Firewall
2023-01-12 05:07:54,197.239.20.118,5.157.66.67,5997,47421,Icmp,765,Data,Dns,Sed similique accusantium blanditiis hic accusantium deleniti occaecati. Explicabo voluptatibus at provident possimus. Amet quo perspiciatis assumenda sunt.,Ioc Detected,86.72,,Ddos,Known Pattern A,Ignored,Low,Parinaaz Tata,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7 rv:3.0; mni-IN) AppleWebKit/531.9.3 (KHTML, like Gecko) Version/5.0.1 Safari/531.9.3",Segment C,"Ajmer, Meghalaya",,Log Data,Alert Data,Firewall
2020-01-18 01:35:10,208.73.97.42,78.168.57.101,58797,31202,Udp,1282,Control,Dns,Iste rem maxime reiciendis iusto assumenda eos. Cum consequatur aperiam dicta. Quas vel placeat consectetur. Enim aspernatur illo. Dolores fuga eum soluta aperiam deleniti.,Ioc Detected,99.16,Alert Triggered,Ddos,Known Pattern B,Logged,Medium,Mannat Balan,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0),Segment B,"Dindigul, Odisha",,Log Data,Alert Data,Firewall
2022-04-26 16:18:48,139.202.190.172,62.226.251.104,2165,10530,Tcp,1092,Data,Dns,Cum commodi corrupti tempore enim cupiditate.,Ioc Detected,16.57,,Malware,Known Pattern B,Logged,Medium,Faiyaz Tailor,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/18.0.845.0 Mobile/31H739 Safari/534.2",Segment A,"Faridabad, Sikkim",,Log Data,,Server
2020-11-10 22:48:59,30.91.161.146,193.113.219.16,32393,65527,Tcp,452,Control,Http,Delectus natus voluptatum dignissimos debitis sint. Earum voluptatum eligendi maiores dignissimos nesciunt voluptate. Alias veritatis sit repudiandae. Quo optio temporibus pariatur nobis nisi ut.,Ioc Detected,9.36,,Malware,Known Pattern A,Ignored,High,Bhamini Yogi,Opera/8.78.(X11; Linux i686; xh-ZA) Presto/2.9.172 Version/11.00,Segment C,"Kamarhati, Meghalaya",179.243.47.194,Log Data,Alert Data,Server
2020-07-12 12:00:47,119.80.59.176,211.117.166.9,57799,3619,Udp,686,Data,Dns,Adipisci dignissimos reprehenderit. Illum excepturi iusto quae ducimus nesciunt sunt. Temporibus adipisci repudiandae assumenda quisquam. Consectetur hic consequuntur adipisci.,,89.06,Alert Triggered,Ddos,Known Pattern B,Ignored,Low,Arnav Krish,Opera/8.10.(X11; Linux x86_64; tg-TJ) Presto/2.9.160 Version/10.00,Segment C,"Bongaigaon, Mizoram",,,,Server
2022-11-12 07:06:53,164.192.125.99,44.217.27.226,44665,50876,Udp,783,Data,Dns,Reiciendis fugit repellendus consectetur exercitationem dignissimos occaecati. Beatae dolores beatae culpa laborum. Nesciunt aliquid fuga libero eligendi atque facere.,,36.76,,Intrusion,Known Pattern B,Ignored,Low,Elakshi Koshy,Mozilla/5.0 (Android 5.0.2; Mobile; rv:21.0) Gecko/21.0 Firefox/21.0,Segment A,"Ranchi, Rajasthan",,,Alert Data,Firewall
2021-10-28 20:33:29,213.70.134.81,35.124.143.26,4932,22478,Udp,563,Control,Dns,Ab velit quis vitae ipsa nostrum facere. Iusto dolor corporis nostrum vitae. Accusamus eveniet saepe deleniti. Debitis expedita accusamus. Delectus modi sequi nisi doloribus dicta.,Ioc Detected,40.09,,Malware,Known Pattern B,Ignored,Medium,Kimaya Raja,Mozilla/5.0 (Android 2.3.2; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,Segment A,"Panipat, Punjab",,,Alert Data,Firewall
2022-11-23 11:52:40,37.123.84.7,176.136.152.23,20128,57250,Icmp,376,Data,Http,A architecto enim laudantium labore temporibus vero. Unde architecto quo nisi totam quidem. Ipsam totam rem ratione quibusdam quidem eveniet hic. Nesciunt sunt consequuntur ipsam quibusdam.,,63.48,Alert Triggered,Malware,Known Pattern A,Logged,Low,Shamik Raval,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.8.4 (KHTML, like Gecko) Version/5.0 Safari/531.8.4",Segment C,"Raurkela Industrial Township, Uttar Pradesh",,Log Data,Alert Data,Server
2021-05-14 07:47:27,63.24.128.5,157.8.146.18,59833,62986,Tcp,167,Data,Http,Harum ipsa voluptate accusamus. Nam laboriosam mollitia vero similique laborum.,Ioc Detected,95.06,,Ddos,Known Pattern B,Logged,Low,Sahil Chand,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),Segment A,"Bhavnagar, Nagaland",,Log Data,Alert Data,Server
