timestamp,source_ip_address,destination_ip_address,source_port,destination_port,protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_type,attack_signature,action_taken,severity_level,user_information,device_information,network_segment,geo_location_data,proxy_information,firewall_logs,ids_ips_alerts,log_source
2023-06-26 04:56:25,100.224.7.252,48.235.217.80,27433,11674,UDP,1478,Data,HTTP,No IoC Detected,29.24,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Zoya Choudhary,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/31.0.840.0 Mobile/47E180 Safari/535.2",Segment B,"Mango, Tamil Nadu",92.146.25.187,Log Data,Alert Data,Firewall
2021-08-02 14:29:18,212.30.218.190,22.108.183.108,32897,14643,ICMP,737,Control,DNS,No IoC Detected,65.75,No Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Ivan Chandra,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),Segment B,"Bharatpur, Assam",78.132.88.74,No Log Data,Alert Data,Server
2020-07-17 14:37:51,169.52.21.97,181.63.122.35,55549,55997,TCP,520,Control,HTTP,IoC Detected,46.04,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Heer Bava,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/20.0.894.0 Safari/536.0",Segment C,"Srinagar, Uttar Pradesh",?,Log Data,No Alert Data,Server
2023-07-12 18:20:46,171.148.71.235,105.214.169.34,20975,38842,TCP,271,Data,DNS,IoC Detected,73.21,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Pari Hegde,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),Segment A,"Eluru, Mizoram",153.210.58.50,No Log Data,Alert Data,Firewall
2020-10-25 05:14:54,58.136.24.121,27.77.192.239,40064,43033,ICMP,1464,Data,FTP,No IoC Detected,62.94,No Alert Triggered,Malware,Known Pattern B,Ignored,High,Armaan Sachdev,Mozilla/5.0 (Windows NT 5.2; zu-ZA; rv:1.9.2.20) Gecko/5574-12-01 03:28:11 Firefox/3.6.20,Segment A,"Kirari Suleman Nagar, West Bengal",?,No Log Data,Alert Data,Server
2022-12-16 13:41:20,91.233.34.191,108.249.51.191,36161,30385,ICMP,344,Control,HTTP,IoC Detected,21.47,No Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Riaan Talwar,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/51.0.839.0 Safari/531.1",Segment B,"Jalandhar, Karnataka",27.28.160.17,Log Data,No Alert Data,Server
2021-02-17 12:00:23,130.253.213.14,70.116.33.251,58261,35886,UDP,870,Control,FTP,No IoC Detected,88.46,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Hridaan Sodhi,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),Segment A,"Jalgaon, Haryana",?,Log Data,No Alert Data,Firewall
2020-06-13 12:51:02,192.237.227.235,147.40.190.234,49611,10632,TCP,368,Control,HTTP,No IoC Detected,6.63,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Kartik Kadakia,Opera/9.33.(Windows 98; ta-IN) Presto/2.9.181 Version/11.00,Segment A,"Hospet, Maharashtra",?,Log Data,Alert Data,Server
2022-04-29 21:27:54,30.221.207.12,84.91.26.71,36525,23330,ICMP,1465,Control,DNS,No IoC Detected,97.52,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Jivika Bhasin,Opera/8.11.(X11; Linux i686; gd-GB) Presto/2.9.188 Version/11.00,Segment C,"Bihar Sharif, Manipur",115.29.212.152,Log Data,No Alert Data,Firewall
2021-12-17 01:56:52,146.36.101.69,1.157.225.219,49914,16337,UDP,124,Control,DNS,No IoC Detected,9.23,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Badal Doshi,Opera/9.25.(Windows 98; kw-GB) Presto/2.9.182 Version/11.00,Segment C,"Chinsurah, Sikkim",?,No Log Data,No Alert Data,Firewall
2020-07-20 15:44:14,39.203.135.184,163.217.201.220,62482,39382,UDP,836,Data,HTTP,IoC Detected,32.24,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Samiha Jaggi,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/23.0.807.0 Safari/532.0",Segment B,"Chandrapur, Tamil Nadu",?,No Log Data,Alert Data,Server
2021-03-22 18:37:08,72.99.184.76,35.52.71.71,21068,57516,ICMP,1496,Data,FTP,IoC Detected,19.89,No Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Krish Sankaran,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/18.5x6115.0 Mobile/33A444 Safari/536.2",Segment B,"Aizawl, Telangana",?,No Log Data,Alert Data,Server
2022-11-27 10:12:01,91.159.210.81,211.130.174.168,53500,26176,UDP,585,Control,DNS,No IoC Detected,11.65,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Aaina Walia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/48.0.824.0 Safari/532.0",Segment C,"Jamnagar, Haryana",?,Log Data,No Alert Data,Server
2022-11-30 22:43:40,122.46.154.241,45.155.209.72,7426,3639,ICMP,1135,Control,DNS,IoC Detected,60.58,No Alert Triggered,Malware,Known Pattern A,Logged,Medium,Nayantara Dara,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),Segment B,"Kavali, Karnataka",?,No Log Data,No Alert Data,Firewall
2020-06-12 22:44:14,112.199.66.158,4.235.142.59,10968,32979,TCP,873,Data,FTP,IoC Detected,66.06,No Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Veer Kurian,Opera/9.64.(X11; Linux x86_64; te-IN) Presto/2.9.181 Version/11.00,Segment A,"Etawah, Madhya Pradesh",?,No Log Data,No Alert Data,Server
2023-02-13 05:03:28,126.41.142.18,18.57.206.37,34318,16139,UDP,331,Control,DNS,No IoC Detected,60.96,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Baiju Rajagopalan,Opera/8.25.(X11; Linux i686; ar-ER) Presto/2.9.160 Version/12.00,Segment A,"Bidhannagar, Haryana",77.65.63.211,No Log Data,Alert Data,Server
2020-12-02 16:51:52,71.252.153.159,96.194.246.17,38512,41039,ICMP,1208,Data,HTTP,No IoC Detected,37.0,No Alert Triggered,Malware,Known Pattern B,Ignored,High,Suhana Korpal,Opera/9.42.(Windows 98; Win 9x 4.90; sc-IT) Presto/2.9.184 Version/12.00,Segment A,"Guwahati, Uttar Pradesh",?,No Log Data,No Alert Data,Server
2021-01-06 10:32:59,32.76.82.252,204.165.149.210,34177,22332,TCP,1444,Control,HTTP,IoC Detected,44.06,No Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Alisha Magar,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/15.0.831.0 Safari/536.2",Segment C,"Gorakhpur, Mizoram",163.68.5.181,Log Data,No Alert Data,Firewall
2020-10-02 07:51:42,156.58.162.96,164.165.188.219,13937,22597,UDP,1290,Control,FTP,IoC Detected,30.69,No Alert Triggered,DDoS,Known Pattern B,Ignored,High,Aaryahi Brahmbhatt,Mozilla/5.0 (Windows NT 6.0; pt-BR; rv:1.9.0.20) Gecko/9891-07-07 18:11:36 Firefox/8.0,Segment B,"Amroha, Kerala",?,Log Data,Alert Data,Firewall
2021-08-14 04:28:44,72.32.160.74,183.253.145.78,5517,24688,ICMP,203,Control,HTTP,IoC Detected,8.45,No Alert Triggered,Malware,Known Pattern A,Ignored,High,Uthkarsh Dixit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),Segment C,"Berhampur, Assam",133.79.121.97,Log Data,No Alert Data,Server
2021-03-28 22:40:08,73.233.145.125,69.239.237.186,37416,24621,TCP,412,Control,DNS,IoC Detected,14.68,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Samiha Agrawal,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/28.0.858.0 Mobile/26Y759 Safari/533.0",Segment B,"Lucknow, Telangana",?,Log Data,No Alert Data,Server
2021-01-16 03:19:07,8.180.5.93,175.131.94.176,18147,47319,TCP,779,Control,FTP,No IoC Detected,88.67,No Alert Triggered,Malware,Known Pattern A,Blocked,High,Vidur Balan,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.31.5 (KHTML, like Gecko) Version/5.0.5 Safari/533.31.5",Segment A,"Patiala, Haryana",?,Log Data,No Alert Data,Server
2020-10-23 19:50:07,38.153.220.93,131.65.85.203,55977,11261,UDP,1398,Data,HTTP,IoC Detected,88.38,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Lavanya Dey,Mozilla/5.0 (Android 3.2.6; Mobile; rv:41.0) Gecko/41.0 Firefox/41.0,Segment A,"Kurnool, Kerala",67.30.153.133,Log Data,Alert Data,Server
2022-01-25 18:31:28,137.200.166.32,173.167.35.101,57206,63415,TCP,1490,Data,FTP,No IoC Detected,82.04,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Krish Goyal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; crh-UA) AppleWebKit/534.24.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.24.6",Segment B,"Yamunanagar, Maharashtra",?,Log Data,No Alert Data,Firewall
2023-07-19 02:22:26,73.125.185.88,203.145.95.197,26993,22620,TCP,251,Control,FTP,IoC Detected,78.24,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Shray Devi,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),Segment B,"Orai, Goa",?,Log Data,Alert Data,Server
2020-03-08 09:17:35,34.133.249.208,41.171.224.250,35098,53446,TCP,449,Control,HTTP,No IoC Detected,87.23,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Dhanuk Solanki,Opera/9.96.(X11; Linux i686; hr-HR) Presto/2.9.170 Version/12.00,Segment B,"Rajkot, Tripura",?,Log Data,No Alert Data,Firewall
2021-01-01 08:58:57,122.102.52.68,86.3.23.182,47194,16048,UDP,303,Control,DNS,IoC Detected,46.32,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Neelofar Kumer,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),Segment C,"Dindigul, Madhya Pradesh",?,No Log Data,No Alert Data,Firewall
2022-01-31 00:35:46,7.88.213.207,171.234.145.129,29928,33871,TCP,773,Data,DNS,IoC Detected,6.64,No Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Vihaan Sama,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),Segment B,"Durg, Karnataka",178.39.212.10,Log Data,Alert Data,Firewall
2023-08-04 12:47:08,150.246.39.240,223.204.6.58,41067,15329,UDP,1158,Control,FTP,No IoC Detected,85.52,No Alert Triggered,Malware,Known Pattern A,Blocked,High,Indrajit Lall,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.42.1 (KHTML, like Gecko) Version/5.0.3 Safari/535.42.1",Segment B,"Visakhapatnam, Uttarakhand",122.61.167.152,No Log Data,No Alert Data,Firewall
2023-10-07 21:32:11,168.13.250.136,42.118.16.161,46763,2935,TCP,493,Control,HTTP,No IoC Detected,53.76,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Shray Kalla,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Vijayanagaram, Andhra Pradesh",96.126.248.126,Log Data,Alert Data,Server
2022-09-01 18:41:58,21.24.117.135,98.101.125.185,19029,42017,UDP,1366,Data,FTP,IoC Detected,70.7,No Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Advika Date,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/58.0.857.0 Safari/535.2",Segment A,"Darbhanga, Himachal Pradesh",?,Log Data,No Alert Data,Firewall
2023-06-19 02:54:57,187.181.208.94,210.76.152.253,13621,64339,TCP,649,Data,HTTP,No IoC Detected,45.76,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Piya Tara,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3360-11-30 01:36:38 Firefox/3.6.12,Segment B,"Jalgaon, Andhra Pradesh",192.71.214.40,No Log Data,No Alert Data,Firewall
2022-04-03 08:09:37,161.211.128.18,73.219.49.73,27380,24780,TCP,815,Data,HTTP,IoC Detected,51.34,Alert Triggered,Malware,Known Pattern B,Logged,High,Purab Apte,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8; rv:1.9.4.20) Gecko/3536-01-01 22:00:03 Firefox/8.0,Segment B,"Kottayam, Andhra Pradesh",?,Log Data,Alert Data,Server
2023-04-17 08:47:22,59.247.32.61,174.118.220.81,57657,13023,TCP,1356,Control,FTP,No IoC Detected,99.32,No Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Samarth Balan,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2138-01-04 20:48:37 Firefox/3.8,Segment B,"Jalgaon, Goa",55.80.69.201,No Log Data,No Alert Data,Server
2023-09-06 22:54:28,19.44.65.236,20.112.199.81,49911,54868,UDP,461,Data,HTTP,IoC Detected,75.28,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Samiha Sunder,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.24.7 (KHTML, like Gecko) Version/4.1 Safari/535.24.7",Segment C,"Jammu, Meghalaya",?,Log Data,Alert Data,Firewall
2021-01-31 00:50:40,213.232.51.137,105.141.223.203,39632,65144,ICMP,789,Data,HTTP,No IoC Detected,39.6,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Vritika Sarraf,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4797-04-16 05:13:59 Firefox/3.8,Segment C,"Mira-Bhayandar, Haryana",?,No Log Data,Alert Data,Firewall
2021-05-22 00:31:38,93.120.40.108,166.6.26.102,5027,57031,TCP,296,Control,HTTP,IoC Detected,25.61,No Alert Triggered,DDoS,Known Pattern B,Blocked,High,Vivaan Jain,Opera/8.47.(X11; Linux i686; ff-SN) Presto/2.9.181 Version/11.00,Segment C,"Jamnagar, Bihar",174.11.125.247,Log Data,No Alert Data,Firewall
2022-04-25 12:47:59,103.143.81.241,78.243.142.134,28538,33470,ICMP,79,Control,HTTP,IoC Detected,29.9,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Adah Kapadia,Opera/9.77.(X11; Linux i686; sl-SI) Presto/2.9.181 Version/10.00,Segment B,"Kurnool, Karnataka",54.84.232.150,Log Data,No Alert Data,Server
2020-10-16 14:53:41,36.29.88.33,52.235.240.5,63675,2800,TCP,754,Control,DNS,IoC Detected,71.6,Alert Triggered,Malware,Known Pattern A,Logged,High,Kimaya Grewal,Opera/8.35.(Windows NT 5.1; fil-PH) Presto/2.9.190 Version/11.00,Segment A,"Chapra, Uttarakhand",201.184.118.189,Log Data,No Alert Data,Server
2022-08-09 21:16:40,185.46.195.210,140.184.40.139,51387,29983,UDP,1308,Control,FTP,IoC Detected,25.51,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Aarav Lal,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.47.7 (KHTML, like Gecko) Version/5.0.3 Safari/532.47.7",Segment C,"Berhampore, Karnataka",76.59.233.125,No Log Data,Alert Data,Firewall
2020-01-31 10:47:25,96.144.71.209,219.35.236.69,9204,39903,UDP,665,Control,FTP,No IoC Detected,38.1,No Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Uthkarsh Brar,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/11.6a2191.0 Mobile/54O239 Safari/532.1",Segment A,"Shahjahanpur, Odisha",59.77.144.143,Log Data,No Alert Data,Firewall
2021-06-05 18:14:57,32.197.125.254,170.224.45.135,17334,24025,ICMP,681,Control,FTP,IoC Detected,67.13,No Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Bhamini Bhatti,Opera/8.79.(Windows NT 5.01; be-BY) Presto/2.9.164 Version/12.00,Segment A,"Bhilwara, Tripura",30.219.72.178,Log Data,No Alert Data,Server
2022-02-19 22:10:58,194.255.230.176,102.63.115.233,52869,15719,ICMP,305,Data,FTP,IoC Detected,28.32,Alert Triggered,Malware,Known Pattern B,Logged,High,Chirag Chhabra,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/52.0.894.0 Mobile/99N975 Safari/536.1",Segment A,"Tadepalligudem, Sikkim",?,Log Data,Alert Data,Server
2023-02-18 16:14:02,190.143.181.151,166.136.170.127,10287,25875,ICMP,96,Data,HTTP,No IoC Detected,87.25,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Kimaya Kala,Opera/8.30.(X11; Linux i686; ik-CA) Presto/2.9.179 Version/11.00,Segment B,"Bathinda, Haryana",142.92.142.73,No Log Data,No Alert Data,Firewall
2022-11-28 06:07:11,181.213.16.197,90.179.29.247,59757,50833,ICMP,1036,Control,FTP,No IoC Detected,71.27,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Nirvi Bhalla,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/63.0.838.0 Safari/535.2",Segment B,"Rajpur Sonarpur, Goa",69.217.13.185,No Log Data,Alert Data,Server
2023-06-29 16:20:10,198.1.171.15,13.193.145.35,1657,55772,ICMP,740,Data,HTTP,IoC Detected,48.12,Alert Triggered,Malware,Known Pattern B,Logged,High,Lakshay Dua,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4 rv:4.0; eo-US) AppleWebKit/534.15.4 (KHTML, like Gecko) Version/5.0.3 Safari/534.15.4",Segment A,"Ahmedabad, Uttar Pradesh",206.71.51.137,No Log Data,Alert Data,Server
2022-03-19 16:43:21,54.115.225.228,93.167.148.253,12140,47222,ICMP,1263,Control,FTP,IoC Detected,6.1,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Kimaya Devan,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),Segment B,"Barasat, Karnataka",129.49.113.183,No Log Data,Alert Data,Firewall
2021-11-06 12:10:14,139.185.112.157,38.27.161.74,44148,1509,UDP,459,Control,HTTP,No IoC Detected,94.18,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Dhruv Goda,Opera/8.12.(Windows NT 5.2; gd-GB) Presto/2.9.190 Version/11.00,Segment A,"Siwan, Jharkhand",?,Log Data,No Alert Data,Server
2022-07-23 05:52:48,121.65.34.40,216.169.194.28,54063,16508,ICMP,107,Control,HTTP,IoC Detected,25.49,No Alert Triggered,Malware,Known Pattern A,Logged,Low,Shamik Chaudhary,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/16.5x8957.0 Mobile/27C647 Safari/535.2",Segment A,"Latur, Rajasthan",181.221.201.53,No Log Data,Alert Data,Server
2020-12-22 10:56:55,148.227.26.129,203.185.185.173,9427,1571,TCP,769,Control,FTP,No IoC Detected,51.92,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Advika Divan,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6; rv:1.9.5.20) Gecko/4660-05-22 12:53:49 Firefox/3.6.14,Segment B,"Agartala, Tripura",50.30.19.43,No Log Data,Alert Data,Firewall
2021-03-17 20:51:05,146.34.109.84,124.5.4.205,58882,5096,UDP,987,Control,HTTP,IoC Detected,78.78,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Divij Kaur,Opera/8.64.(X11; Linux i686; lt-LT) Presto/2.9.186 Version/12.00,Segment B,"Ahmedabad, Chhattisgarh",211.239.158.134,No Log Data,Alert Data,Server
2020-01-17 11:21:35,17.167.59.53,58.144.132.175,21357,33369,UDP,721,Control,DNS,IoC Detected,3.0,No Alert Triggered,Malware,Known Pattern B,Logged,Medium,Anahi Warrior,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),Segment B,"Khammam, Tripura",?,No Log Data,Alert Data,Firewall
2023-04-02 03:43:23,104.73.207.155,32.163.176.53,4262,37694,ICMP,423,Control,DNS,IoC Detected,95.67,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Azad Sule,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/61.0.825.0 Safari/534.0",Segment C,"Nadiad, Rajasthan",159.229.4.249,No Log Data,No Alert Data,Firewall
2020-11-04 03:12:02,120.117.115.128,120.7.51.90,53716,49183,ICMP,387,Control,HTTP,No IoC Detected,49.21,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Ahana  Handa,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),Segment B,"Pune, Haryana",?,No Log Data,Alert Data,Firewall
2022-12-28 19:41:21,16.248.214.234,198.50.10.109,40104,44655,ICMP,1037,Data,DNS,IoC Detected,80.39,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Samaira Barman,Mozilla/5.0 (Android 2.3.3; Mobile; rv:41.0) Gecko/41.0 Firefox/41.0,Segment A,"Arrah, Jharkhand",?,No Log Data,Alert Data,Server
2022-10-09 14:28:12,83.229.179.66,140.145.118.226,59214,36268,ICMP,396,Data,FTP,No IoC Detected,4.95,No Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Bhamini Saini,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),Segment C,"Solapur, Karnataka",?,No Log Data,No Alert Data,Server
2020-02-09 06:47:55,90.148.54.238,19.202.131.95,54727,7839,UDP,472,Control,FTP,No IoC Detected,10.37,No Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Advik Tella,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9382-12-29 03:57:51 Firefox/14.0,Segment B,"Buxar, Jharkhand",60.68.158.97,No Log Data,Alert Data,Server
2021-01-11 19:41:34,15.80.74.219,43.23.217.11,19591,14986,ICMP,476,Data,FTP,No IoC Detected,15.64,Alert Triggered,Malware,Known Pattern B,Logged,High,Devansh Chander,Opera/8.93.(X11; Linux i686; fi-FI) Presto/2.9.178 Version/12.00,Segment A,"Dhanbad, West Bengal",88.152.174.144,Log Data,No Alert Data,Firewall
2023-02-11 21:04:08,41.177.31.90,49.187.156.1,45430,62644,TCP,562,Data,FTP,IoC Detected,71.31,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Abram Mani,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.1),Segment C,"Rohtak, Punjab",?,Log Data,Alert Data,Firewall
2023-06-15 03:05:56,47.5.154.104,169.187.86.69,29573,11188,ICMP,1027,Data,DNS,IoC Detected,63.47,No Alert Triggered,Malware,Known Pattern A,Logged,Medium,Hansh Grover,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_2 rv:2.0; mt-MT) AppleWebKit/532.46.7 (KHTML, like Gecko) Version/4.0 Safari/532.46.7",Segment C,"Jodhpur, Mizoram",?,Log Data,Alert Data,Server
2020-09-01 16:15:57,218.144.142.119,89.91.84.254,63928,56298,UDP,1441,Data,HTTP,No IoC Detected,71.48,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Faiyaz Sunder,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.0),Segment B,"Coimbatore, Punjab",82.5.213.95,No Log Data,Alert Data,Server
2022-09-21 00:44:11,94.215.68.200,212.205.67.97,15340,30026,ICMP,839,Data,HTTP,IoC Detected,38.66,No Alert Triggered,Malware,Known Pattern A,Blocked,High,Nishith Bhattacharyya,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),Segment C,"Kolkata, Gujarat",19.50.216.186,No Log Data,No Alert Data,Firewall
2022-07-20 03:00:42,124.132.103.31,145.121.48.129,29399,46980,TCP,170,Control,FTP,No IoC Detected,32.23,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Raghav Sarin,Opera/9.36.(Windows NT 10.0; rw-RW) Presto/2.9.181 Version/11.00,Segment B,"Bikaner, Jharkhand",43.70.38.174,Log Data,No Alert Data,Server
2023-09-02 20:18:34,147.2.80.166,66.157.73.185,46587,53522,UDP,72,Data,FTP,IoC Detected,7.47,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Pihu Andra,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/43.0.850.0 Safari/532.2",Segment B,"Sikar, Odisha",?,Log Data,No Alert Data,Server
2020-04-03 14:17:46,71.34.108.95,49.233.125.226,64012,15164,ICMP,1488,Data,FTP,IoC Detected,14.35,No Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Vardaniya Kaul,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ka-GE) AppleWebKit/531.15.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.15.3",Segment C,"Kozhikode, Tripura",149.97.0.39,No Log Data,Alert Data,Server
2022-05-23 19:12:55,135.224.9.130,25.147.205.52,11277,18987,TCP,1166,Data,HTTP,IoC Detected,87.58,Alert Triggered,Malware,Known Pattern B,Logged,Low,Ira Vig,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.831.0 Safari/532.2",Segment C,"Kirari Suleman Nagar, Odisha",43.97.17.141,No Log Data,Alert Data,Server
2020-11-15 02:17:00,140.152.212.231,88.222.132.51,1425,36624,UDP,992,Data,DNS,No IoC Detected,43.64,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Dharmajan Saini,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8; rv:1.9.3.20) Gecko/2477-09-02 15:58:22 Firefox/8.0,Segment C,"Siwan, Telangana",?,Log Data,Alert Data,Firewall
2021-09-25 06:13:42,160.172.114.17,105.128.220.110,9000,39604,UDP,1230,Data,FTP,IoC Detected,11.73,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Anahi Dhar,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/14.4v5654.0 Mobile/01Y119 Safari/532.1",Segment B,"Gopalpur, Bihar",66.227.53.95,Log Data,Alert Data,Firewall
2022-05-25 11:12:58,19.161.179.85,206.165.46.240,63642,28572,TCP,352,Data,DNS,IoC Detected,57.5,No Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Yashvi Bhandari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ce-RU) AppleWebKit/534.23.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.23.2",Segment B,"Akola, Nagaland",180.203.35.242,No Log Data,Alert Data,Firewall
